states,districts,delta_confirmed,delta_deceased,delta_recovered,delta_tested,delta_vaccinated1,delta_vaccinated2,delta_population,delta21_14_confirmed,delta21_14_deceased,delta21_14_recovered,delta21_14_tested,delta21_14_vaccinated1,delta21_14_vaccinated2,delta21_14_population,delta7_confirmed,delta7_deceased,delta7_recovered,delta7_tested,delta7_vaccinated1,delta7_vaccinated2,delta7_population,meta_confirmed,meta_deceased,meta_recovered,meta_tested,meta_vaccinated1,meta_vaccinated2,meta_population,total_confirmed,total_deceased,total_recovered,total_tested,total_vaccinated1,total_vaccinated2,total_population
KA,Dakshina Kannada,24.0,,20.0,,139.0,858.0,,232.0,,,,,,,192.0,9.0,193.0,,5124.0,38765.0,,,,,{'date': '2020-09-17'},,,2083625.0,115478.0,1680.0,113515.0,131281.0,1531107.0,848253.0,
KA,Davanagere,2.0,,1.0,,16.0,33.0,,9.0,,,,,,,10.0,1.0,11.0,,7079.0,28149.0,,,,,{'date': '2020-06-28'},,,1946905.0,50989.0,608.0,50359.0,17483.0,1016827.0,495371.0,
KA,Dharwad,,1.0,3.0,,459.0,323.0,,15.0,,,,,,,4.0,3.0,10.0,,24515.0,35313.0,,,,,{'date': '2020-10-13'},,,1846993.0,60970.0,1315.0,59639.0,137696.0,1212295.0,561504.0,
KA,Gadag,,,,,1176.0,167.0,,1.0,,,,,,,,,,,12373.0,16257.0,,,,,{'date': '2020-06-28'},,,1065235.0,26066.0,319.0,25747.0,8904.0,691646.0,328477.0,
KA,Hassan,26.0,,28.0,,37.0,123.0,,144.0,,,,,,,147.0,5.0,125.0,,5434.0,26697.0,,,,,{'date': '2020-06-28'},,,1776221.0,111785.0,1256.0,110294.0,10800.0,1224599.0,614828.0,
KA,Haveri,1.0,,1.0,,2.0,7.0,,3.0,,,,,,,1.0,1.0,2.0,,8794.0,36386.0,,,,,{'date': '2020-06-28'},,,1598506.0,21947.0,644.0,21301.0,11714.0,999178.0,383705.0,
KA,Kalaburagi,3.0,,,,1631.0,1001.0,,2.0,,,,,,,9.0,,5.0,,35135.0,44220.0,,,,,{'date': '2021-01-30'},,,2564892.0,61926.0,819.0,61087.0,409596.0,1323039.0,641641.0,
KA,Kodagu,11.0,,7.0,,26.0,202.0,,79.0,,,,,,,112.0,,67.0,,1558.0,12680.0,,,,,{'date': '2021-01-31'},,,554762.0,37095.0,329.0,36616.0,143982.0,385482.0,212033.0,
KA,Kolar,2.0,,5.0,,748.0,1088.0,,38.0,,,,,,,18.0,3.0,31.0,,13745.0,34211.0,,,,,{'date': '2020-10-14'},,,1540231.0,46916.0,638.0,46266.0,91924.0,991957.0,625918.0,
KA,Koppal,,,,,116.0,321.0,,2.0,,,,,,,1.0,,5.0,,16045.0,33794.0,,,,,{'date': '2020-06-28'},,,1391292.0,35198.0,521.0,34660.0,8708.0,814373.0,411092.0,
KA,Mandya,8.0,,2.0,,8.0,123.0,,59.0,,,,,,,48.0,,36.0,,5411.0,28944.0,,,,,{'date': '2020-06-28'},,,1808680.0,73753.0,650.0,73029.0,14874.0,1189318.0,659066.0,
KA,Mysuru,33.0,2.0,34.0,,798.0,1258.0,,252.0,,,,,,,234.0,7.0,247.0,,46664.0,111457.0,,,,,{'date': '2020-08-31'},,,2994744.0,179167.0,2416.0,176447.0,107338.0,2141764.0,1239770.0,
KA,Other State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,3.0,33.0,,,,
KA,Raichur,,,1.0,,151.0,433.0,,7.0,,,,,,,1.0,,4.0,,19900.0,34897.0,,,,,{'date': '2020-06-28'},,,1924773.0,39973.0,331.0,39641.0,21011.0,1021603.0,448501.0,
KA,Ramanagara,,,,,11.0,61.0,,12.0,,,,,,,8.0,2.0,10.0,,6303.0,28767.0,,,,,{'date': '2020-11-25'},,,1082739.0,24204.0,320.0,23869.0,103399.0,754463.0,469335.0,
KA,Shivamogga,3.0,,,,417.0,957.0,,38.0,,,,,,,30.0,,66.0,,23220.0,47086.0,,,,,{'date': '2020-08-21'},,,1755512.0,69444.0,1088.0,68239.0,48760.0,1162073.0,535447.0,
KA,Tumakuru,17.0,,12.0,,1842.0,3742.0,,103.0,,,,,,,136.0,1.0,112.0,,31038.0,66650.0,,,,,{'date': '2020-09-24'},,,2681449.0,120836.0,1127.0,119420.0,106564.0,1672730.0,881580.0,
KA,Udupi,2.0,,6.0,,16.0,137.0,,91.0,,,,,,,49.0,,75.0,,2422.0,27889.0,,,,,{'date': '2020-09-13'},,,1177908.0,76718.0,489.0,76181.0,86092.0,919074.0,529427.0,
KA,Uttara Kannada,6.0,,4.0,,11.0,155.0,,65.0,,,,,,,66.0,,48.0,,3955.0,32067.0,,,,,{'date': '2020-06-28'},,,1353299.0,56218.0,766.0,55339.0,13833.0,980496.0,505589.0,
KA,Vijayapura,,,,,340.0,583.0,,11.0,,,,,,,2.0,,2.0,,59571.0,50033.0,,,,,{'date': '2020-06-28'},,,2175102.0,36267.0,495.0,35764.0,25108.0,1535235.0,634270.0,
KA,Yadgir,,,,,108.0,62.0,,1.0,,,,,,,,,2.0,,18060.0,15460.0,,,,,{'date': '2021-01-31'},,,1172985.0,27545.0,207.0,27337.0,221485.0,708887.0,348094.0,
KL,Alappuzha,270.0,1.0,455.0,,65.0,502.0,,3016.0,,,,,,,2035.0,228.0,2526.0,,5337.0,51712.0,,,,,,,,2121943.0,316160.0,1862.0,313515.0,,1518055.0,855411.0,
KL,Ernakulam,1046.0,11.0,918.0,,573.0,1977.0,,8747.0,,,,,,,7647.0,742.0,8539.0,,13018.0,91762.0,,,,,,,,3279860.0,602800.0,3555.0,583842.0,,2953482.0,1759232.0,
KL,Idukki,550.0,1.0,195.0,,26.0,208.0,,3256.0,,,,,,,2876.0,71.0,1866.0,,2211.0,27218.0,,,,,{'date': '2021-01-01'},,,1107453.0,147118.0,519.0,140292.0,237691.0,859116.0,481911.0,
KL,Kannur,304.0,,451.0,,38.0,325.0,,3456.0,,,,,,,2611.0,301.0,3143.0,,7636.0,71089.0,,,,,{'date': '2021-01-01'},,,2525637.0,275264.0,2325.0,269475.0,392136.0,1891004.0,959656.0,
KL,Kasaragod,137.0,,147.0,,389.0,1861.0,,1156.0,,,,,,,1054.0,31.0,1082.0,,4942.0,24290.0,,,,,,,,1302600.0,138815.0,617.0,134824.0,,910194.0,521754.0,
KL,Kollam,592.0,,848.0,,13.0,215.0,,3991.0,,,,,,,4753.0,161.0,6283.0,,7368.0,62100.0,,,,,,,,2629703.0,390872.0,2451.0,383923.0,,1951077.0,1047951.0,
KL,Kottayam,506.0,5.0,155.0,,11.0,125.0,,4644.0,,,,,,,4187.0,101.0,1611.0,,5298.0,58083.0,,,,,,,,1979384.0,322484.0,1356.0,315759.0,,1477425.0,841596.0,
KL,Kozhikode,742.0,23.0,760.0,,55.0,449.0,,5631.0,,,,,,,5386.0,513.0,5059.0,,11449.0,57479.0,,,,,{'date': '2021-01-01'},,,3089543.0,527346.0,3374.0,519030.0,955060.0,2341296.0,1154561.0,
KL,Malappuram,334.0,48.0,560.0,,152.0,523.0,,3497.0,,,,,,,2634.0,108.0,2929.0,,20840.0,52896.0,,,,,{'date': '2020-12-30'},,,4110956.0,567584.0,2576.0,562111.0,469850.0,2833303.0,1103557.0,
KL,Palakkad,339.0,16.0,423.0,,37.0,397.0,,3177.0,,,,,,,2560.0,175.0,2544.0,,8712.0,57261.0,,,,,{'date': '2020-10-19'},,,2810892.0,373839.0,2881.0,364351.0,226562.0,1989222.0,950909.0,
KL,Pathanamthitta,447.0,2.0,406.0,,149.0,1275.0,,2683.0,,,,,,,2953.0,122.0,2635.0,,2637.0,29343.0,,,,,{'date': '2021-01-01'},,,1195537.0,193406.0,1076.0,184979.0,306034.0,1048352.0,677224.0,
KL,Thiruvananthapuram,878.0,1.0,754.0,,418.0,2986.0,,7626.0,,,,,,,7056.0,118.0,4851.0,,9284.0,89297.0,,,,,{'date': '2020-10-23'},,,3307284.0,463977.0,4996.0,448304.0,436661.0,2578575.0,1562343.0,
KL,Thrissur,753.0,59.0,38.0,,107.0,977.0,,6874.0,,,,,,,5751.0,388.0,3647.0,,8853.0,87643.0,,,,,{'date': '2021-01-01'},,,3110327.0,523260.0,3575.0,515481.0,639055.0,2295947.0,1305873.0,
KL,Wayanad,269.0,,329.0,,12.0,243.0,,1767.0,,,,,,,1823.0,30.0,1691.0,,2223.0,32359.0,,,,,{'date': '2021-01-01'},,,816558.0,125732.0,518.0,121295.0,211953.0,659451.0,436359.0,
LA,Kargil,,,,,,3.0,,,,,,,,,4.0,,,,205.0,748.0,,,,,{'date': '2021-01-14'},,,143000.0,3619.0,58.0,3556.0,37471.0,87221.0,64300.0,
LA,Leh,11.0,,9.0,,,,,26.0,,,,,,,54.0,,28.0,,320.0,785.0,,,,,{'date': '2021-01-14'},,,147000.0,17343.0,150.0,17131.0,72597.0,121577.0,87980.0,
LD,Lakshadweep,,,,31.0,,4.0,,,,,,,,,,,,1625.0,69.0,796.0,,,,,"{'date': '2021-10-31', 'source': 'https://t.me/Covid19india_Auxiliary_Test_Data/11888'}",,,64473.0,10365.0,51.0,10270.0,263541.0,55129.0,45951.0,
MH,Ahmednagar,138.0,2.0,11.0,,535.0,661.0,,2120.0,,,,,,,866.0,26.0,728.0,,44180.0,28319.0,,,,,{'date': '2020-07-19'},,,4543083.0,339457.0,7043.0,330122.0,11077.0,2468837.0,881402.0,
MH,Akola,,,1.0,,576.0,200.0,,7.0,,,,,,,3.0,,7.0,,26579.0,10081.0,,,,,,,,1818617.0,58764.0,1425.0,57318.0,,760099.0,357931.0,
MH,Amravati,1.0,,,,112.0,66.0,,2.0,,,,,,,3.0,,,,29961.0,21747.0,,,,,,,,2887826.0,96231.0,1594.0,94618.0,,1241168.0,548807.0,
MH,Aurangabad,27.0,,,,759.0,246.0,,140.0,,,,,,,156.0,1.0,157.0,,46323.0,34109.0,,,,,{'date': '2020-05-30'},,,3695928.0,155331.0,4251.0,150615.0,11800.0,1772420.0,723304.0,
MH,Beed,12.0,,7.0,,411.0,473.0,,123.0,,,,,,,69.0,5.0,35.0,,34333.0,24584.0,,,,,{'date': '2020-10-11'},,,2585962.0,103749.0,2806.0,100803.0,111488.0,1145382.0,485615.0,
MH,Bhandara,,,,,7.0,13.0,,,,,,,,,,,1.0,,5080.0,16415.0,,,,,{'date': '2020-10-11'},,,1198810.0,60080.0,1123.0,58945.0,54195.0,825867.0,421585.0,
MH,Buldhana,3.0,,1.0,,402.0,153.0,,15.0,,,,,,,16.0,1.0,16.0,,34272.0,24089.0,,,,,{'date': '2021-01-30'},,,2588039.0,85520.0,797.0,84710.0,115874.0,1136679.0,512944.0,
MH,Chandrapur,2.0,,,,54.0,24.0,,14.0,,,,,,,7.0,,,,22248.0,18994.0,,,,,{'date': '2021-01-30'},,,2194262.0,88968.0,1560.0,87387.0,199809.0,1335017.0,458690.0,
MH,Dhule,,,,,121.0,230.0,,4.0,,,,,,,5.0,,4.0,,23261.0,19364.0,,,,,{'date': '2020-10-11'},,,2048781.0,46172.0,654.0,45501.0,90092.0,1007007.0,476051.0,
MH,Gadchiroli,,,,,424.0,255.0,,4.0,,,,,,,2.0,,5.0,,14790.0,10994.0,,,,,{'date': '2020-07-23'},,,1071795.0,30440.0,669.0,29735.0,11993.0,540319.0,231208.0,
MH,Gondia,,,,,32.0,45.0,,,,,,,,,2.0,,3.0,,8593.0,23092.0,,,,,{'date': '2021-01-29'},,,1322331.0,40519.0,569.0,39941.0,130146.0,888961.0,469980.0,
MH,Hingoli,,,,,459.0,166.0,,7.0,,,,,,,,,3.0,,42054.0,16145.0,,,,,{'date': '2020-08-03'},,,1178973.0,18475.0,506.0,17949.0,6797.0,537442.0,201000.0,
MH,Jalgaon,,,2.0,,6.0,19.0,,11.0,,,,,,,4.0,,11.0,,37870.0,21599.0,,,,,{'date': '2021-01-30'},,,4224442.0,139934.0,2714.0,137178.0,429198.0,2085101.0,699544.0,
MH,Jalna,,,,,121.0,16.0,,44.0,,,,,,,15.0,,47.0,,112537.0,35713.0,,,,,{'date': '2021-01-30'},,,1958483.0,60615.0,1209.0,59382.0,117047.0,1081253.0,413822.0,
MH,Kolhapur,12.0,,5.0,,152.0,337.0,,74.0,,,,,,,55.0,2.0,115.0,,19104.0,23088.0,,,,,,,,3874015.0,206671.0,5847.0,200699.0,,2536731.0,1043329.0,
MH,Latur,5.0,1.0,,,4676.0,1424.0,,47.0,,,,,,,39.0,3.0,,,82644.0,33519.0,,,,,,,,2455543.0,92133.0,2437.0,89608.0,,1182476.0,507616.0,
MH,Mumbai,308.0,3.0,429.0,,2725.0,2540.0,,3019.0,,,,,,,2242.0,34.0,2604.0,,98915.0,219736.0,,,,,{'date': '2021-01-29'},,,12442373.0,756749.0,16247.0,733318.0,2789713.0,9115615.0,5564204.0,
MH,Nagpur,4.0,,5.0,,3039.0,3360.0,,20.0,,,,,,,35.0,,43.0,,58567.0,71818.0,,,,,{'date': '2020-10-18'},,,4653171.0,493607.0,9128.0,484334.0,382083.0,3006439.0,1460890.0,
MH,Nanded,2.0,,3.0,,8820.0,2618.0,,15.0,,,,,,,28.0,,22.0,,144423.0,41697.0,,,,,{'date': '2020-11-03'},,,3356566.0,90409.0,2658.0,87721.0,117319.0,1560558.0,560812.0,
MH,Nandurbar,,,,,738.0,178.0,,,,,,,,,2.0,,1.0,,19572.0,12517.0,,,,,{'date': '2020-12-12'},,,1646177.0,40006.0,948.0,39054.0,37740.0,723850.0,342054.0,
MH,Nashik,60.0,3.0,32.0,,2116.0,473.0,,585.0,,,,,,,456.0,12.0,519.0,,143768.0,58112.0,,,,,{'date': '2021-01-30'},,,6109052.0,410681.0,8679.0,401418.0,498397.0,3471046.0,1299122.0,
MH,Osmanabad,16.0,,3.0,,5549.0,1039.0,,197.0,,,,,,,89.0,1.0,154.0,,44954.0,11658.0,,,,,{'date': '2021-01-07'},,,1660311.0,67828.0,1963.0,65577.0,109450.0,803192.0,308210.0,
MH,Other State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,111.0,31.0,,,,
MH,Palghar,28.0,,6.0,,863.0,1749.0,,310.0,,,,,,,204.0,,326.0,,32112.0,39231.0,,,,,{'date': '2021-01-30'},,,2990116.0,138013.0,3282.0,134309.0,319724.0,1869199.0,678741.0,
MH,Parbhani,,,1.0,,4016.0,1361.0,,12.0,,,,,,,13.0,1.0,9.0,,44477.0,20480.0,,,,,{'date': '2021-01-30'},,,1835982.0,52362.0,1233.0,51078.0,110937.0,905874.0,378183.0,
MH,Pune,245.0,,300.0,,2900.0,4885.0,,2964.0,,,,,,,1536.0,20.0,5294.0,,85256.0,136336.0,,,,,{'date': '2021-01-12'},,,9426959.0,1154776.0,19594.0,1131401.0,97127.0,7843130.0,4264808.0,
MH,Raigad,26.0,,34.0,,326.0,1214.0,,594.0,,,,,,,267.0,10.0,359.0,,21737.0,31684.0,,,,,{'date': '2021-01-28'},,,2635394.0,195958.0,4551.0,190759.0,304088.0,1859507.0,774913.0,
MH,Ratnagiri,8.0,,14.0,,83.0,224.0,,192.0,,,,,,,91.0,4.0,160.0,,10880.0,7924.0,,,,,,,,1612672.0,78950.0,2478.0,76292.0,,920151.0,388703.0,
MH,Sangli,19.0,,,,128.0,120.0,,380.0,,,,,,,155.0,4.0,375.0,,11974.0,19041.0,,,,,,,,2820575.0,209771.0,5613.0,203673.0,,1810980.0,802877.0,
MH,Satara,35.0,1.0,4.0,,225.0,298.0,,508.0,,,,,,,157.0,17.0,501.0,,16690.0,30950.0,,,,,{'date': '2021-01-30'},,,3003922.0,250414.0,6428.0,243482.0,312742.0,1963730.0,865197.0,
MH,Sindhudurg,12.0,,6.0,,-1.0,1.0,,258.0,,,,,,,91.0,4.0,259.0,,3915.0,5195.0,,,,,,,,848868.0,52783.0,1434.0,50987.0,,524896.0,279051.0,
MH,Solapur,51.0,4.0,7.0,,5956.0,1381.0,,519.0,,,,,,,253.0,11.0,370.0,,77398.0,34204.0,,,,,{'date': '2021-01-30'},,,4315527.0,210466.0,5551.0,204364.0,629266.0,2242339.0,690069.0,
MH,Thane,153.0,6.0,525.0,,3664.0,5578.0,,1629.0,,,,,,,1241.0,44.0,3002.0,,108643.0,120708.0,,,,,{'date': '2020-11-04'},,,11060148.0,610128.0,11462.0,597141.0,1229625.0,5484839.0,2751182.0,
MH,Wardha,2.0,,2.0,,18.0,65.0,,4.0,,,,,,,5.0,,4.0,,16481.0,14040.0,,,,,{'date': '2020-10-31'},,,1296157.0,57344.0,1217.0,55956.0,52365.0,755863.0,314899.0,
MH,Washim,1.0,,,,1016.0,516.0,,5.0,,,,,,,4.0,,5.0,,30932.0,19238.0,,,,,,,,1196714.0,41663.0,637.0,41020.0,,579042.0,321710.0,
MH,Yavatmal,2.0,,1.0,,2588.0,697.0,,2.0,,,,,,,6.0,,7.0,,56233.0,26091.0,,,,,{'date': '2021-01-29'},,,2775457.0,75967.0,1798.0,74159.0,141551.0,1211321.0,496306.0,
ML,East Garo Hills,,,1.0,,,,,1.0,,,,,,,5.0,,2.0,,482.0,1424.0,,,,,,,,317618.0,1867.0,13.0,1844.0,,47655.0,20648.0,
ML,East Jaintia Hills,,,,,,,,8.0,,,,,,,2.0,,3.0,,483.0,2964.0,,,,,,,,122436.0,2430.0,31.0,2395.0,,64432.0,33259.0,
ML,East Khasi Hills,14.0,1.0,18.0,,,17.0,,348.0,,,,,,,171.0,2.0,286.0,,1847.0,10698.0,,,,,,,,824059.0,41025.0,987.0,39754.0,,318381.0,225526.0,
ML,North Garo Hills,1.0,,,,,,,1.0,,,,,,,3.0,,2.0,,596.0,3614.0,,,,,,,,118325.0,1685.0,8.0,1674.0,,62675.0,28288.0,
ML,Ribhoi,1.0,,3.0,,15.0,65.0,,20.0,,,,,,,14.0,,23.0,,884.0,3492.0,,,,,,,,258380.0,9697.0,89.0,9584.0,,92049.0,48460.0,
ML,South Garo Hills,,,,,13.0,67.0,,1.0,,,,,,,,,1.0,,329.0,1346.0,,,,,,,,142574.0,1216.0,12.0,1203.0,,40103.0,18937.0,
ML,South West Garo Hills,,,1.0,,,,,2.0,,,,,,,3.0,,3.0,,924.0,4509.0,,,,,,,,172495.0,1872.0,17.0,1852.0,,73397.0,39210.0,
ML,South West Khasi Hills,,,,,,,,5.0,,,,,,,6.0,,1.0,,61.0,552.0,,,,,,,,110152.0,2548.0,17.0,2525.0,,33372.0,17117.0,
ML,West Garo Hills,3.0,,1.0,,7.0,32.0,,13.0,,,,,,,8.0,,11.0,,1409.0,8093.0,,,,,,,,642923.0,9027.0,72.0,8943.0,,209662.0,119725.0,
ML,West Jaintia Hills,1.0,,,,,,,13.0,,,,,,,11.0,2.0,31.0,,411.0,3480.0,,,,,,,,270352.0,6803.0,133.0,6642.0,,84529.0,47646.0,
ML,West Khasi Hills,2.0,,27.0,,1.0,20.0,,118.0,,,,,,,33.0,,97.0,,443.0,1763.0,,,,,,,,385601.0,5457.0,71.0,5330.0,,77018.0,43000.0,
MN,Bishnupur,,,,,,,,,,,,,,,,,,,685.0,8679.0,,,,,,,,240363.0,,,,,128902.0,64791.0,
MN,Chandel,,,,,5.0,134.0,,,,,,,,,,,,,98.0,1337.0,,,,,,,,144028.0,,,,,26634.0,15197.0,
MN,Churachandpur,,,,,27.0,370.0,,,,,,,,,,,,,345.0,3560.0,,,,,{'date': '2020-09-23'},,,271274.0,,,,13542.0,104247.0,62208.0,
MN,Imphal East,,,,,183.0,1268.0,,,,,,,,,,,,,2402.0,19169.0,,,,,,,,452661.0,,,,,251626.0,148953.0,
MN,Imphal West,,,,,74.0,841.0,,,,,,,,,,,,,1861.0,17353.0,,,,,,,,514683.0,,,,,308782.0,199404.0,
MN,Jiribam,,,,,,,,,,,,,,,,,,,70.0,1927.0,,,,,,,,43818.0,,,,,27911.0,17262.0,
MN,Kakching,,,,,,,,,,,,,,,,,,,214.0,2450.0,,,,,,,,135481.0,,,,,84702.0,49653.0,
MN,Kamjong,,,,,75.0,371.0,,,,,,,,,,,,,129.0,736.0,,,,,,,,45616.0,,,,,10502.0,5370.0,
MN,Kangpokpi,,,,,73.0,26.0,,,,,,,,,,,,,291.0,1472.0,,,,,,,,,,,,,39027.0,19015.0,
